,qid,Q,A,Gold_A
490,221e0c8f53749bfae8ba328af2a0d05b,Which film with a poster featuring a man lifting a barbell above his head does David R. Ellis act in?,      	The Strongest Man in the World.,['The Strongest Man in the World']
491,be0baecf90a40b1ba8230d9c771f75ca,Which player with very short blond hair is included in the order of merit rankings of the 2009 Ladies European tour?,       Anna Nordqvist.,['Laura Davies']
492,391b8d0fe91ac7d8e95f1fdbdfc12fca,"On the first episode (which aired on September 23rd) of the seventeenth season of America's ""The Voice"" a contestant sang a song whose album cover shows a man wearing a hood.  Who sang this same song on the TV show ""Sons of Anarchy""?",      	Charlie Hunnam.,['Ed Sheeran']
493,5677680dd754564d48299659e62ee3de,Was the film that features a giant eye on its poster or the first Wolverine movie the earlier film that Scott Silver worked on?,      	The first Wolverine movie.,['Requiem for a Dream']
494,e9047078de74d8240ce689bdc504aea7,"Which Player(s), in One Day Internationals of Sawai Mansingh Stadium, is holding a trophy that has a golden sphere inside of it?",      	.,['Sachin Tendulkar']
495,ed49f3ee63974836b35d9ee7d0a061c7,Natalie Krill was inolved in a movie whose poster shows a woman wearing sunglasses.  Whose story formed the basis of the characters in this movie?,      	The Naked Kiss.,"[""the memoir Molly's Game: The True Story of the 26-Year-Old Woman Behind the Most Exclusive, High-Stakes Underground Poker Game in the World by Molly Bloom""]"
496,349490a4cfe79c63f685a09c08a9333b,"in Filmography of Natalie Krill, who's the actress that plays in the film that features a woman in sunglasses on its poster?",      	Natalie Krill.,['Jessica Chastain']
497,beed14e1f1e7d95b34a03d2d152d7424,"Which Driver(s), in Group C of 2003 Race of Champions, is sponsored by a company with three vertical green lines on its logo?",      Ștefan Gheorghiu,['Boris Said']
498,f45e8147c2d7cd59000bb36574120900,Which player in the Official ranks of Snooker season 1998/1999 has a lower total:  The record holder for the most 147s or the player with a balding forehead with a patch of brown hair in the middle?,      	Stephen Hendry,['Mark Williams']
499,e2640f0f4654b763d468cc4237d697fd,"Who owns a mall in Youngstown, Ohio with a BAM! store?",      	Dollarama Inc.,['Cafaro Company']
500,887c2478a24f0a910b15de00ab54446d,who starred in the movie friends with benefits,      	Justin Timberlake and Mila Kunis.,"['Justin Timberlake', 'Mila Kunis']"
501,3a2966903489adc8486f92f4262536f1,can a commercial jet break the sound barrier,      	No.,['yes']
502,2643a8e1861cfd378e4f549fe9455fa5,when did the first plane break the sound barrier,"      	Mach 1, in 1947.",['April 1944']
503,bdf5e4bc3c5223e35a534bf8cf8fa76d,does tyler perry play joe in the madea movies,      	No.,['yes']
504,2b7d1381891266a80447dda2b80e692a,"Which Conference(s), in Football conferences of List of NAIA conferences, has stars in logo?",      	NAIA (National Association of Intercollegiate Athletics) 	NAIA (National Association of Intercollegiate Athletics) 	NAIA (National Association of Intercollegiate Athletics) 	NAIA (National Association of Intercollegiate Athletics) 	NAIA (National Association of Intercollegiate Athletics) 	NAIA (National Association of Intercolleg,"['Great Plains Athletic Conference', 'Mid-South Conference']"
505,7828aa0a58eca529630e620c39d32e21,what is the airport code for louisville kentucky,       louisville international airport.,['SDF']
506,597a87110f24d4d550b0514333d0f65a,where was the movie guns of navarone filmed,      ireland.,"['Anthony Quinn Bay', 'Greek island of Rhodes', 'Tino, in the Ligurian Sea', 'Gozo, near Malta']"
507,70a04c7ea855d02ca4ac1abf474700f4,"Who is the star of ""Swimming Pool"" who also has appeared in ""Scooby-Doo"" and ""Wedding Crashers""?",      	Olivia Wilde,['Isla Lang Fisher']
508,cd22c34cfb21caadd13c6776a108cb99,Who's married to a woman that spoke at the Texas Conference for Women and that has founded Microsoft?,      	Satya Nadella.,['Bill Gates']
509,7c386dd3b14d86cac8b000a331af0c27,"In Henry Olerich's, ""A Cityless and Countryless World"" what planet do the aliens come from?",      	Earth.,['Mars']
510,788fd17d1731c76e6fd6143b3ec177c5,who did samuel l jackson play in star wars,      ursula andress.,['Mace Windu']
511,63f831de08a529e66381e0d856960722,Ulrich of Eppenstein served as an abbot for an Abbey located in which city in Switzerland ?,      	Einsiedeln.,['St. Gallen']
512,94ce1f761dff722300813671c160f300,when was the family and medical leave act passed,      	1996.,['1993']
513,9050be35b010789422bffd1db5a97a10,"Where is Plug Power located in relation to Albany, New York?","      	Albany, New York.",['north']
514,d44d6cf7527e24ab0a3a9332d81cf0bf,who took a road trip with actress geena davis in 'thelma & louise,      ivan reitman.,['Susan Sarandon as Louise']
515,2e9b30f9b19d422e1840b3898243ecec,is henry still a member of super junior,      	No.,['no']
516,68d47fe9fe0a49a7aba704fac7149d0c,who wrote somebody that i used to know,"      	Freddie Mercury, 	Brian May and 	Roger Taylor.",['Gotye']
517,8a1896b4458edcc107eeabfabb7a2f8f,has anyone won a grammy and an oscar,       Hannah Montana.,['yes']
518,0f04400220a611a38b8d804a31ec8c30,who starred in the hand that rocks the cradle,      ursula andress.,"['Annabella Sciorra', 'Rebecca De Mornay']"
519,c09cb4560984a22c0a9d444f8792ceaf,"Landon T. Clay (born Landon Thomas Clay) was an American businessman and founder of the Clay Mathematics Institute (CMI),  a private, non-profit foundation, based in Peterborough, New Hampshire, in which country?",      	United States.,['United States']
520,f5b4f219896fe5455c2e03c82b37c71c,"Of the people featured in the main show of the 2017 MTV Europe Music Awards, who was bald?",     ..............................................................................................................................................................................................................................................................................,['Stormzy']
521,019c0e85c9d459874d9a921a293383de,What American rapper wrote a song based on a power ballad from Aerosmith's 1973 debut Album?,      	Steven Tyler.,['Eminem']
522,fe05ef6b89bc5cb6ff76423295b86d57,what is the name of camila cabello's album,      	Camila.,['Camila']
523,554e4799ddcc9e5a59972f4039f3ebce,"in Main Show of 2017 MTV Europe Music Awards, when did goosebumps by the featuring artist that is pictured in black and white, come out?",      	2016.,"['December 13, 2016']"
524,802b029853f0ed9692a64cedc0173cd5,"Which Title(s), in Filmography of Lou Reed, has exactly one person in poster?",      	The Blue Mask,"['Danny Says (film)', 'Red Shirley', 'One-Trick Pony (film)', 'Prozac Nation (film)', ""Berlin: Live at St. Ann's Warehouse"", 'Palermo Shooting']"
525,2d72990e471477b01f909752e70127ab,"Which Title(s), in Filmography |  Film of Joan Marshall, has a poster featuring a woman with a stethoscope?",      	Heat and Dust,['Tammy and the Doctor']
526,ab183f2a8f6c10950788dde7c98c6123,In between The Good Dinosaur and The Happiest Millionaire which one is based upon a true story?,      	The Good Dinosaur.,['The Happiest Millionaire']
527,ef3b89e2bd5909fb1fc7ed65652aea5b,There is a dolphin in the middle of the logo for which team included in the top scorers of the 2014 CAF Champions League?,       CAF Champions League.,['AS Vita Club']
528,5262b7b184bb39edb41877cef1a50a07,Which bearded player was in the Championship of PFA Team of the year in the 2000s?,      	Robbie Fowler.,['Joe Ledley']
529,5e51ad7665c58b1f480165803d189312,"Which Cover model(s), in 1998 of List of Allure cover models, have blonde hair?",     ....................................................................................................................................................................................................................................................................................................................................................,"['Eva Herzigová', 'Rebecca Romijn', 'Jennifer Aniston', 'Helen Hunt', 'Niki Taylor', 'Claudia Schiffer']"
530,6143553dfca9ceb1569d36670823a001,Which clubs with a logo featuring a flaming torch in the 2016-17 UAE Pro League have foreign players?,"      	Al Ain, Al Nasr, Al Shabab and Al Wahda.","['Al-Ittihad Kalba SC', 'Al Jazira Club']"
531,fef392a374917da2f31a71537cc53a29,"In the list of World Heritage sites in South Africa, which name shows a flag in front of a building?",      	Kgalagadi Transfrontier Park.,['Robben Island']
532,d784b7d93b4bf4d947e512769bbbde25,Which teams with a logo featuring a soccer ball in Liga I had Clean sheets in 2018-19?,   ,"['FC Politehnica Iași (2010)', 'CS Universitatea Craiova', 'CFR Cluj', 'FC Dunărea Călărași', 'FC Botoșani', 'FC Hermannstadt', 'CS Gaz Metan Mediaș', 'FC Voluntari']"
533,b3e551715b6954b17993143628ed833d,"In the families of 2012 spaceflight, which family has wide red stripes on the rocket body?",   ,['Polar Satellite Launch Vehicle']
534,bcea6d4d4f26aaa8647a4c33eefb21c0,"Which Album(s), in Top 20 Albums of 2009 of Triple J Hottest 100, 2009, has bulb on poster?",      《Second Hand Husband》.,['Fantasies (album)']
535,29590830454b5c245040fb5c39c31aa1,are there any more grizzly bears in california,      	No.,['no']
536,8e19d85f06a05dc7f25dd5c8c3f838c3,"Which Title(s), in Biography | Films of Rintaro, has an illustration of a woman with long blonde hair on the poster?",      映画 映画 映画 映画 映画 映画.,['Galaxy Express 999 (film)']
