,qid,Q,A,Gold_A,docs
447,a700e0abdbcb5c48df95ee7848a3175f,What color hair does the person on the Walk with Me (Monika Linkytė album) have?, umber.,['blonde'],['1371b12c3f28f9e389a0e96abcfdd190']
448,3e5e4b58a7554f103c2ddc3dced9d4b6,"Robyn Elaine Lively (born February 7, 1972) is an American actress, known for her role on Saving Grace, an American crime drama television series which aired on which channel?", 	TNT.,['TNT'],"['0e7f519582c97dc30b90fdfa30aeffab', 'db4bfd3199c542a2fd2beda541366e0c']"
449,646273e0cf62290f04b3a23ce2e007a3,where was teenage mutant ninja turtles out of the shadows filmed," 	Buffalo, New York.","['Foz do Iguaçu, Brazil', 'Buffalo', 'New York City']","['1ab6c96fbac677b22c6d22f5f8cb3b86', '1ab6c96fbac677b22c6d22f5f8cb3b86', '1ab6c96fbac677b22c6d22f5f8cb3b86']"
450,9e7649460743d4fb42f1b30558c6ee30,Is Karai (Teenage Mutant Ninja Turtles) in this image?, 	Yes,['yes'],['74d6e1d36847a1e6e8e8b4d9a9f6d96a']
451,2494ebf69cf93104339896d73448af5d,What kind of ball is featured on the KK Krka logo?, 	A basketball.,['basketball'],['0483a438e5f39b9e59de3f9e15870bce']
452,eb0aff7ec736bd34d73acfb38e1e99e2,who has the highest scope of work in Mikhail Romm or Rupert Wyatt, 	Rupert Wyatt.,['Rupert Wyatt'],"['6e14c6ffa292f1a3c0e62acf43b051d5', 'e0c0ac2a86420d53e42f8cefb5135bc6']"
453,f7bbf04c77d762c6d0095db708941dc3,michael douglas morgan freeman robert de niro movie," 	Last Vegas is a 2013 American comedy film directed by Jon Turteltaub, written by Dan Fogelman and starring Michael Douglas, Robert De Niro, Morgan Freeman, Kevin Kline and Mary Steenburgen. The plot surrounds three retirees who travel to Las Vegas to have a bachelor party for their last remaining single friend.",['Last Vegas'],['7628289e56fc216461f1123f87aa3f07']
454,a9b78e851b400ad359d918e3b8111b9e,Does Robert De Niro have thinning hair?, 	No.,['yes'],['e82056d716b0bbbe12c62dd0c27501af']
455,afff7ebadd8428ae40570e769d7474ff,The songs from mamma mia were sung by a group featuring how many women?, 	3.,['two'],"['0749b3edf1717acbe27b1e38375a7501', '5fa63bb917091cdd8f4607a98038fbb8']"
456,454a726486b3c8f44571833938ca7cf1,"in Men's overall top 10 of 2008 Tour of Qatar, the rider with a beard, is?", 	Alejandro Valverde.,['Tom Boonen'],['15bd6474ee7cc4c11cc027dc3e123f06']
457,31d6c0a0cc1406bb93fb20fd7028ec67,"Among the movies that Leo Penn was involved in, which movie's poster shows a woman in a red dress sitting on a chair?", 	The Story on Page One.,['The Story on Page One (film)'],['30bb5eab8e8ddebf6e7919b0a9bbe586']
458,3747b94cc3646a9f57130ec3609bc898,when did the rams come to st louis, 	1995.,['1995'],['5d39a4a7c43c8ad7c5dae121680c0ea1']
459,eab5141db41e2fe3e8ccf2d5730ba590, Thomas Joshua Cooper is an American photographer who decends from an indigenous people of where?, ᏣᎳᎩ.,['Southeastern Woodlands'],"['3572b8ce4481a3d0e62b6071fd2e3bfd', '64a982893d09c3ccac390ab6e14f5617']"
460,552a104da6851088d833f0d340234041,what is the constitutional convention in new york," 	The New York state Constitutional Convention of 2018–19 is a proposed body that would revise the constitution of the State of New York, subject to the approval of the voters. Section 2 of Article XIX of the state constitution requires that every 20 years the ballot question “Shall there be a convention to revise the constitution and amend the same?” be submitted to the voters. This referendum, the 13th",['is a proposed body that would revise the constitution of the State of New York'],['a40367f2d6147e37a4affdf3a468ee44']
461,3710f699d71011766460064b5a00ec06,Are the colors of the American flag present in the logo of Club Atlético River Plate Puerto Rico?, 	No.,['yes'],['39790cbe52e400b77427236d15b9b0f9']
462,4840be576c674b4c2f76d567932f8990,What type of ball is in the Liga Nacional de Fútbol de Puerto Rico logo?, 	Soccer ball.,['soccer'],['3b7dd8b73948f3dceff74f6f2b4a6de0']
463,9b84239fa0b0bd67a7c88ccbc5a00eaa,There is a white tower with an arch at the bottom next to a statue of a cross at which seat in the regional structure of Somogy County?, 	Somogy Castle.,['Nagyatád'],['c367c27699f47dd7569aeaf482cfce89']
464,48f3645e358ead94a77793bbf865148e,What is on the shirt of The Great Khali?, 	T-shirt.,['ribbon'],['b22d98409a61713661c1071b05dcbab8']
465,203649aca6da4b6f48ac0700e490f125,What is Chris Benoit wearing on his chest?, 	T-Shirt.,['nothing'],['ccb88c88d164154335f30f6c39b363c6']
466,1685cf80cf183f413ee63099eaf14ae0,Which district with dwellings built into caves was a district in the 2017 Lesotho general election?, 	Maseru.,['Berea District'],['0b9d98b6c191a68687b78f885032034d']
467,fa6e725b6d3747275cb1b42443977039,"Thaba Putsoa is a mountain in the Maseru District of which enclaved, landlocked country in southern Africa completely surrounded by South Africa?", 	Lesotho.,['Lesotho'],"['f624f37d7ee7c48e6c47f3a5e5211956', '45f6a718ff1ddcac59d595abd3a0974f']"
468,8898db454c5caa78be31adf9c277a856,Is River of Wine based in America or Asia?, 	It is based in America.,['asia'],['a6829966713a0ff17747fd677c81ed47']
469,72d36fc3a4996a9969dc0348167414f1,"Which Team(s), in Results by opponent of 2016–17 HNK Rijeka season, has a weasel on its logo?", 	HNK Rijeka.,['NK Osijek'],['fec84603959c66996fabd8016614d9e7']
470,e844b72274e56a3222e4a27b24cd623b,"Which College(s), in Round one of 2005 CFL Draft, feature an eagle on their logo?", 	McMaster.,['McMaster Marauders'],['006ecfc22be0935a669a024f9637db87']
471,2f3c5d0b9cecb7bb36d43e050e54cef1,where is the movie mother's day being filmed," 	Winnipeg, Manitoba.","['Winnipeg', 'Manitoba']","['2e28ee554167fba0f651acddc54ae88e', '2e28ee554167fba0f651acddc54ae88e']"
472,7d15646b0fe4c93a05719159521b7b3b,Which single from Portishead's second studio album was #25 in the UK charts at the time if it's release?," 	""Over""",['Over'],"['b73cfa60faf6c1f4c2fc4e55410e840c', 'e8a84ab1d61a769c89c7388a4840fffd']"
473,ab6bfb4ae2fd72455cb948a67e69f7db,was the african queen filmed in dalyan turkey,.......... was the african queen filmed in dalyan turkey.,['no'],['70723470b09e1cbb967144738a66378e']
474,677018adc8228b876dbd2967b05634ec,Which film title did Errol John act in first:  The title with a poster featuring a woman in a nun's habit or the movie in which humphrey bogart won his only oscar?, 	The title with a poster featuring a woman in a nun's habit.,['The African Queen'],"['023c82dde89a603442c2f1c805f41bb6', 'af44a9f350f645eac5f4a18efee7e08f']"
475,656ea967fce612716b8a70529e94a0ba,"Which Title(s), in Works of Toru Iwatani, feature an insect in their logo?", 	Punch-Out!!,['Gee Bee (arcade game)'],['ca74d74670b65689e8fa82dc69440a4e']
476,8d3bf560c35d4b2798db545f1b0a7b94,"in Filmography of Khamani Griffin, which film cover shows a penguin?", 	Happy Feet.,['Happy Feet'],['b24748141f2c2af5dacc44d82f3cc514']
477,02106b1a3e70be170c53249687d82c09,where does the story charlotte web take place, 	The story takes place in the United States.,"['county fair', 'barnyard']","['64160c720af5088fd85339aa6de0d945', '64160c720af5088fd85339aa6de0d945']"
478,8b97eae2bb949152ee88a536e83967b6,was it elena or katherine that kissed damon, ilona.,['Elena'],['47b3ee134490dfc6907171a1ecb49e89']
479,16898d198b6e2c415cf637474576e4cc,where is yale university located at what state," 	Yale University is located in New Haven, Connecticut.","['Connecticut', 'New Haven']","['df37ce06cd4ad526ad1688d5ee7da625', 'df37ce06cd4ad526ad1688d5ee7da625']"
480,ab244647b971a6d46b9b7a53de5b12e5,"Among the top goal-scoring players on the Serbian national football team, who has lower Caps: the white-haired athlete, or the man who lived longer out of the pair of Stjepan Bobek and Ferenc Puskas?", 	Stjepan Bobek.,['Todor Veselinović'],"['2f0ae54aae5f3cd7600b42e2df8177b7', '013447f02af4ba3041bb998d8fc06bac', '5e10e5969620caa1ae9a700db06cef7c']"
481,637261b2ec880174a837c0ea181d0daa,Raymell Mourice Rice is ranked as the Ravens' second all-time leading rusher behind a running back who signed a free agent contract with what team?, 	Cleveland Browns.,['Cleveland Browns'],"['9b78fcc221e135d16059f6d87a5ef4f1', '666bc8053c55d2974837217a8c7a8e72']"
482,4bc044bf29e695892954cc68f947359b,how many species of snakes are in alabama, 	93 species.,['49'],['5bd6fdb8c0a6c1c7f2c8a3583d3a2123']
483,ef79fd86b8f244294470edafedc577fc,"Jeremy Rea Jackson, is a former American mixed martial artist from where, he is known as one of two men (along with K.J. Noons) to have finished Nick Diaz in mixed martial arts competition?", 	California.,['California'],"['ef519ed1008f9d86dc26be999f30905b', '4f87166514bc19a89a1fb74cf270b393']"
484,c5d0674516c378d9f43ae3cbfabf6cd4,Climbing festival Rocktoberfest takes place every year at Red River Gorge in which U.S. state?, 	Kentucky.,['Kentucky'],"['ff9cb87ac64d2f5da4571e2420eda5fb', '658da8c97dcb3bfd863e3680a08b6636']"
485,734eb81fa64cffa48fa112a1af4010af,town replaced by kampala as ugandan capital in 1962, 	Kampala replaced by kampala as ugandan capital in 1962.,['Entebbe'],['dbf3c1b1a6a5245e58e33a56019eb805']
486,46a4103ba65b176fba9ed85889775f8d,Which candidate has a mustache among the candidates in Delaware's Mini-Tuesday?, 	Al Sharpton,['Al Sharpton'],['5d6f8563f83fcc65dda2090b102cbc8c']
487,a3e1f0f5b2554f050a08b949ef40b43d,"What category of film is Stolen Honor, a 45-minute anti-John Kerry video and Transparent, a film directed and produced by Jules Rosskam and whose title is a play on the words 'trans' and 'parent' about transgender parenting?", 	Documentary.,['documentary'],"['ec9034238f554287233c4b220e447b2a', 'a8321e868007b744dee339b8a4c3e085']"
488,539ab77c35638170f252d47ab831b5d1,how heavy are the stones in olympic curling, 	38 to 44 pounds.,['between 38 and 44 pounds (17.24 and 19.96\xa0kg)'],['c627c745bc60af276e4e3d86517d58fb']
489,0f5170f645a9855fe75597d7bb434edd,"This ACMI airline based in Iceland, merged with another airline in 2005, whose main base was where?", 	Air Atlanta Icelandic.,['Reykjavík'],"['086dff623edbd16f87672d579fe537fa', '49ad3f0049586c2ccae10eeb01d5dae3']"
490,221e0c8f53749bfae8ba328af2a0d05b,Which film with a poster featuring a man lifting a barbell above his head does David R. Ellis act in?, 	The Mighty Ducks,['The Strongest Man in the World'],['06609a24bd3f1dcaf7e8bf37b6b9b39d']
491,be0baecf90a40b1ba8230d9c771f75ca,Which player with very short blond hair is included in the order of merit rankings of the 2009 Ladies European tour?, 	Michelle Wie.,['Laura Davies'],['fd4309c7e0ee8cdef87fd482ce1a1608']
492,391b8d0fe91ac7d8e95f1fdbdfc12fca,"On the first episode (which aired on September 23rd) of the seventeenth season of America's ""The Voice"" a contestant sang a song whose album cover shows a man wearing a hood.  Who sang this same song on the TV show ""Sons of Anarchy""?", 	Foy Vance.,['Ed Sheeran'],"['d57e96a306d1b81d15d7eb1e9ea71c21', '043779063ae1f250b07f1890643c82cf']"
493,5677680dd754564d48299659e62ee3de,Was the film that features a giant eye on its poster or the first Wolverine movie the earlier film that Scott Silver worked on?, 	The first Wolverine movie.,['Requiem for a Dream'],"['8afad262d729aa900e91659b3e0d6197', '412b17578efb6648107fd6a4632ced16']"
494,e9047078de74d8240ce689bdc504aea7,"Which Player(s), in One Day Internationals of Sawai Mansingh Stadium, is holding a trophy that has a golden sphere inside of it?", 	Sachin Tendulkar,['Sachin Tendulkar'],['15b60a7e37b08982bc3108a8b40077d8']
495,ed49f3ee63974836b35d9ee7d0a061c7,Natalie Krill was inolved in a movie whose poster shows a woman wearing sunglasses.  Whose story formed the basis of the characters in this movie?, 	Molly Bloom.,"[""the memoir Molly's Game: The True Story of the 26-Year-Old Woman Behind the Most Exclusive, High-Stakes Underground Poker Game in the World by Molly Bloom""]","['b42f1b6bbbf485f00098dbd85db021f2', '8a0bc8ff19099bce9b1e707c96e16900']"
496,349490a4cfe79c63f685a09c08a9333b,"in Filmography of Natalie Krill, who's the actress that plays in the film that features a woman in sunglasses on its poster?", 	Jessica Chastain.,['Jessica Chastain'],"['b135dcce56e0f78356f6a4289f4e7eb1', '8a0bc8ff19099bce9b1e707c96e16900']"
497,beed14e1f1e7d95b34a03d2d152d7424,"Which Driver(s), in Group C of 2003 Race of Champions, is sponsored by a company with three vertical green lines on its logo?", 	Tony Stewart and Kurt Busch.,['Boris Said'],['114bbd404a968f20cd30bcb07c5d4c95']
498,f45e8147c2d7cd59000bb36574120900,Which player in the Official ranks of Snooker season 1998/1999 has a lower total:  The record holder for the most 147s or the player with a balding forehead with a patch of brown hair in the middle?, 	The player with a balding forehead with a patch of brown hair in the middle.,['Mark Williams'],"['9110f8e3d43bb31e2d287e0d620d78bf', 'f916dd980ed656de7386be1e471e87b0']"
499,e2640f0f4654b763d468cc4237d697fd,"Who owns a mall in Youngstown, Ohio with a BAM! store?"," 	Books-A-Million, Inc.",['Cafaro Company'],"['d7114352a0b5cf29304ddc2a546d5a03', '5ed18f5fe51bb213c8c0955286b6befb']"
500,887c2478a24f0a910b15de00ab54446d,who starred in the movie friends with benefits, 	Justin Timberlake.,"['Justin Timberlake', 'Mila Kunis']","['cba9426d9c5aed5f222ee27e0e2d596f', 'cba9426d9c5aed5f222ee27e0e2d596f']"
501,3a2966903489adc8486f92f4262536f1,can a commercial jet break the sound barrier," 	No, a commercial jet cannot break the sound barrier.",['yes'],['d66447f64af0c1daa03a9e2c3d8dbd29']
502,2643a8e1861cfd378e4f549fe9455fa5,when did the first plane break the sound barrier," 	Mach 1, in 1947.",['April 1944'],['51c6bc6cef1fa0c81c8d4e6c3ab0136d']
503,bdf5e4bc3c5223e35a534bf8cf8fa76d,does tyler perry play joe in the madea movies, 	Yes.,['yes'],['15b48aef7185b0ed1d73c17dbc157970']
504,2b7d1381891266a80447dda2b80e692a,"Which Conference(s), in Football conferences of List of NAIA conferences, has stars in logo?", 	NAIA.,"['Great Plains Athletic Conference', 'Mid-South Conference']","['3c15ecbf49325c2aeaf435fd95605c40', '9bed9542d41b49c32a2839b48ba255af']"
505,7828aa0a58eca529630e620c39d32e21,what is the airport code for louisville kentucky, 	SDF.,['SDF'],['6ce478d6b8ef41a95d3ea4f7067e050a']
506,597a87110f24d4d550b0514333d0f65a,where was the movie guns of navarone filmed, rome.,"['Anthony Quinn Bay', 'Greek island of Rhodes', 'Tino, in the Ligurian Sea', 'Gozo, near Malta']","['09c478387f289623a6b7a226d609d001', '09c478387f289623a6b7a226d609d001', '09c478387f289623a6b7a226d609d001', '09c478387f289623a6b7a226d609d001']"
507,70a04c7ea855d02ca4ac1abf474700f4,"Who is the star of ""Swimming Pool"" who also has appeared in ""Scooby-Doo"" and ""Wedding Crashers""?", 	James McAvoy.,['Isla Lang Fisher'],"['047af269e9cd1af19f05cbd8491bbafd', 'fc9de3853a80807a6ad429fb5051c2b4']"
508,cd22c34cfb21caadd13c6776a108cb99,Who's married to a woman that spoke at the Texas Conference for Women and that has founded Microsoft?, 	Bill Gates.,['Bill Gates'],"['b827861890f01dac8385b88d744ce898', '18552f2784357f4928bf072e2c1da013']"
509,7c386dd3b14d86cac8b000a331af0c27,"In Henry Olerich's, ""A Cityless and Countryless World"" what planet do the aliens come from?", 	Mars.,['Mars'],"['b3d4371e51e0e9c3046f2ec07ac20420', '609637d7eae3874308af94e7ae87f3f5']"
510,788fd17d1731c76e6fd6143b3ec177c5,who did samuel l jackson play in star wars, 	Mace Windu.,['Mace Windu'],['4c539d4769b09568bd43ed3e205fd018']
511,63f831de08a529e66381e0d856960722,Ulrich of Eppenstein served as an abbot for an Abbey located in which city in Switzerland ?, 	St. Gallen.,['St. Gallen'],"['f539d337103cc4a38bd349961286e697', '8ace7dda525c0070493cf8c85bc6acff']"
512,94ce1f761dff722300813671c160f300,when was the family and medical leave act passed, 	1993.,['1993'],['a5ebc304f8a5ae49538da2e6efd35c7e']
513,9050be35b010789422bffd1db5a97a10,"Where is Plug Power located in relation to Albany, New York?"," 	Latham, New York.",['north'],"['a6924d591410d4b7c803723ba5b40e44', 'c67c048ce0de4f801fa5135ec926302e']"
514,d44d6cf7527e24ab0a3a9332d81cf0bf,who took a road trip with actress geena davis in 'thelma & louise, 	Geena Davis.,['Susan Sarandon as Louise'],['a4d3a79420a2b704eb9da79d632e2c63']
515,2e9b30f9b19d422e1840b3898243ecec,is henry still a member of super junior," 	Yes, he is still a member of Super Junior-M.",['no'],['0ed7f2ecfd607a42c745b0889e500ecf']
516,68d47fe9fe0a49a7aba704fac7149d0c,who wrote somebody that i used to know, 	Gotye.,['Gotye'],['387c8bb02d704b36e2da363815914bea']
517,8a1896b4458edcc107eeabfabb7a2f8f,has anyone won a grammy and an oscar, 	No one has won a Grammy and an Oscar.,['yes'],['7cec65ed1d96cee343594a4fd05ef3f5']
518,0f04400220a611a38b8d804a31ec8c30,who starred in the hand that rocks the cradle, 	Annabella Sciorra.,"['Annabella Sciorra', 'Rebecca De Mornay']","['edbb285faf19b60f4e4467317c2f769b', 'edbb285faf19b60f4e4467317c2f769b']"
519,c09cb4560984a22c0a9d444f8792ceaf,"Landon T. Clay (born Landon Thomas Clay) was an American businessman and founder of the Clay Mathematics Institute (CMI),  a private, non-profit foundation, based in Peterborough, New Hampshire, in which country?", 	United States.,['United States'],"['14da2c871f6d5f0967a3cf6d608fcfdd', '18a6009d0510fdc3d89564c9723eaedd']"
